,datetime,pump_voltage_V,feedrate_ml_D
11717,2023-06-07 14:03:34,0.003,-25.606368000000003
11718,2023-06-07 14:03:41,0.003,-25.606368000000003
11719,2023-06-07 14:03:48,0.003,-25.606368000000003
11720,2023-06-07 14:03:55,0.003,-25.606368000000003
11721,2023-06-07 14:04:02,0.003,-25.606368000000003
11722,2023-06-07 14:04:09,0.003,-25.606368000000003
11723,2023-06-07 14:04:16,0.003,-25.606368000000003
11724,2023-06-07 14:04:23,0.003,-25.606368000000003
11725,2023-06-07 14:04:30,0.003,-25.606368000000003
11726,2023-06-07 14:04:38,0.003,-25.606368000000003
11727,2023-06-07 14:04:45,0.003,-25.606368000000003
11728,2023-06-07 14:04:52,0.003,-25.606368000000003
11729,2023-06-07 14:04:59,0.003,-25.606368000000003
11730,2023-06-07 14:05:06,0.003,-25.606368000000003
11731,2023-06-07 14:05:13,0.003,-25.606368000000003
11732,2023-06-07 14:05:20,0.003,-25.606368000000003
11733,2023-06-07 14:05:27,0.003,-25.606368000000003
11734,2023-06-07 14:05:34,0.003,-25.606368000000003
11735,2023-06-07 14:05:41,0.003,-25.606368000000003
11736,2023-06-07 14:05:48,0.003,-25.606368000000003
11737,2023-06-07 14:05:55,0.003,-25.606368000000003
11738,2023-06-07 14:06:02,0.003,-25.606368000000003
11739,2023-06-07 14:06:09,0.003,-25.606368000000003
11740,2023-06-07 14:06:16,0.003,-25.606368000000003
11741,2023-06-07 14:06:23,0.003,-25.606368000000003
11742,2023-06-07 14:06:31,0.003,-25.606368000000003
11743,2023-06-07 14:06:38,0.003,-25.606368000000003
11744,2023-06-07 14:06:45,0.003,-25.606368000000003
11745,2023-06-07 14:06:52,0.003,-25.606368000000003
11746,2023-06-07 14:06:59,0.003,-25.606368000000003
11747,2023-06-07 14:07:06,0.003,-25.606368000000003
11748,2023-06-07 14:07:13,0.003,-25.606368000000003
11749,2023-06-07 14:07:20,0.003,-25.606368000000003
11750,2023-06-07 14:07:27,0.003,-25.606368000000003
11751,2023-06-07 14:07:34,0.003,-25.606368000000003
11752,2023-06-07 14:07:41,0.003,-25.606368000000003
11753,2023-06-07 14:07:48,0.003,-25.606368000000003
11754,2023-06-07 14:07:55,0.003,-25.606368000000003
11755,2023-06-07 14:08:02,0.003,-25.606368000000003
11756,2023-06-07 14:08:09,0.003,-25.606368000000003
11757,2023-06-07 14:08:16,0.003,-25.606368000000003
11758,2023-06-07 14:08:23,0.003,-25.606368000000003
11759,2023-06-07 14:08:31,0.003,-25.606368000000003
11760,2023-06-07 14:08:38,0.003,-25.606368000000003
11761,2023-06-07 14:08:45,0.003,-25.606368000000003
11762,2023-06-07 14:08:52,0.003,-25.606368000000003
11763,2023-06-07 14:08:59,0.003,-25.606368000000003
11764,2023-06-07 14:09:06,0.003,-25.606368000000003
11765,2023-06-07 14:09:13,0.003,-25.606368000000003
11766,2023-06-07 14:09:20,0.003,-25.606368000000003
11767,2023-06-07 14:09:27,0.003,-25.606368000000003
11768,2023-06-07 14:09:34,0.003,-25.606368000000003
11769,2023-06-07 14:09:41,0.003,-25.606368000000003
11770,2023-06-07 14:09:48,0.003,-25.606368000000003
11771,2023-06-07 14:09:55,0.003,-25.606368000000003
11772,2023-06-07 14:10:02,0.003,-25.606368000000003
11773,2023-06-07 14:10:09,0.003,-25.606368000000003
11774,2023-06-07 14:10:17,0.003,-25.606368000000003
11775,2023-06-07 14:10:24,0.003,-25.606368000000003
11776,2023-06-07 14:10:31,0.003,-25.606368000000003
11777,2023-06-07 14:10:38,0.003,-25.606368000000003
11778,2023-06-07 14:10:45,0.003,-25.606368000000003
11779,2023-06-07 14:10:52,0.003,-25.606368000000003
11780,2023-06-07 14:10:59,0.003,-25.606368000000003
11781,2023-06-07 14:11:06,0.003,-25.606368000000003
11782,2023-06-07 14:11:13,0.003,-25.606368000000003
11783,2023-06-07 14:11:20,0.003,-25.606368000000003
11784,2023-06-07 14:11:27,0.003,-25.606368000000003
11785,2023-06-07 14:11:34,0.003,-25.606368000000003
11786,2023-06-07 14:11:41,0.003,-25.606368000000003
11787,2023-06-07 14:11:48,0.003,-25.606368000000003
11788,2023-06-07 14:11:55,0.003,-25.606368000000003
11789,2023-06-07 14:12:02,0.003,-25.606368000000003
11790,2023-06-07 14:12:10,0.003,-25.606368000000003
11791,2023-06-07 14:12:17,0.003,-25.606368000000003
11792,2023-06-07 14:12:24,0.003,-25.606368000000003
11793,2023-06-07 14:12:31,0.003,-25.606368000000003
11794,2023-06-07 14:12:38,0.003,-25.606368000000003
11795,2023-06-07 14:12:45,0.003,-25.606368000000003
11796,2023-06-07 14:12:52,0.003,-25.606368000000003
11797,2023-06-07 14:12:59,0.003,-25.606368000000003
11798,2023-06-07 14:13:06,0.003,-25.606368000000003
11799,2023-06-07 14:13:13,0.003,-25.606368000000003
11800,2023-06-07 14:13:20,0.003,-25.606368000000003
11801,2023-06-07 14:13:27,0.003,-25.606368000000003
11802,2023-06-07 14:13:34,0.003,-25.606368000000003
11803,2023-06-07 14:13:41,0.003,-25.606368000000003
11804,2023-06-07 14:13:48,0.003,-25.606368000000003
11805,2023-06-07 14:13:55,0.003,-25.606368000000003
11806,2023-06-07 14:14:03,0.003,-25.606368000000003
11807,2023-06-07 14:14:10,0.003,-25.606368000000003
11808,2023-06-07 14:14:17,0.003,-25.606368000000003
11809,2023-06-07 14:14:24,0.003,-25.606368000000003
11810,2023-06-07 14:14:31,0.003,-25.606368000000003
11811,2023-06-07 14:14:38,0.003,-25.606368000000003
11812,2023-06-07 14:14:45,0.003,-25.606368000000003
11813,2023-06-07 14:14:52,0.003,-25.606368000000003
11814,2023-06-07 14:14:59,0.003,-25.606368000000003
11815,2023-06-07 14:15:06,0.003,-25.606368000000003
11816,2023-06-07 14:15:13,0.003,-25.606368000000003
11817,2023-06-07 14:15:20,0.003,-25.606368000000003
11818,2023-06-07 14:15:27,0.003,-25.606368000000003
11819,2023-06-07 14:15:34,0.003,-25.606368000000003
11820,2023-06-07 14:15:41,0.003,-25.606368000000003
11821,2023-06-07 14:15:48,0.003,-25.606368000000003
11822,2023-06-07 14:15:56,0.003,-25.606368000000003
11823,2023-06-07 14:16:03,0.003,-25.606368000000003
11824,2023-06-07 14:16:10,0.003,-25.606368000000003
11825,2023-06-07 14:16:17,0.003,-25.606368000000003
11826,2023-06-07 14:16:24,0.003,-25.606368000000003
11827,2023-06-07 14:16:31,0.003,-25.606368000000003
11828,2023-06-07 14:16:38,0.003,-25.606368000000003
11829,2023-06-07 14:16:45,0.003,-25.606368000000003
11830,2023-06-07 14:16:52,0.003,-25.606368000000003
11831,2023-06-07 14:16:59,0.003,-25.606368000000003
11832,2023-06-07 14:17:06,0.003,-25.606368000000003
11833,2023-06-07 14:17:13,0.003,-25.606368000000003
11834,2023-06-07 14:17:20,0.003,-25.606368000000003
11835,2023-06-07 14:17:27,0.003,-25.606368000000003
11836,2023-06-07 14:17:34,0.003,-25.606368000000003
11837,2023-06-07 14:17:41,0.003,-25.606368000000003
11838,2023-06-07 14:17:48,0.003,-25.606368000000003
11839,2023-06-07 14:17:56,0.003,-25.606368000000003
11840,2023-06-07 14:18:03,0.003,-25.606368000000003
11841,2023-06-07 14:18:10,0.003,-25.606368000000003
11842,2023-06-07 14:18:17,0.003,-25.606368000000003
11843,2023-06-07 14:18:24,0.003,-25.606368000000003
11844,2023-06-07 14:18:31,0.003,-25.606368000000003
11845,2023-06-07 14:18:38,0.003,-25.606368000000003
11846,2023-06-07 14:18:45,0.003,-25.606368000000003
11847,2023-06-07 14:18:52,0.003,-25.606368000000003
11848,2023-06-07 14:18:59,0.003,-25.606368000000003
11849,2023-06-07 14:19:06,0.003,-25.606368000000003
11850,2023-06-07 14:19:13,0.003,-25.606368000000003
11851,2023-06-07 14:19:20,0.003,-25.606368000000003
11852,2023-06-07 14:19:27,0.003,-25.606368000000003
11853,2023-06-07 14:19:34,0.003,-25.606368000000003
11854,2023-06-07 14:19:41,0.003,-25.606368000000003
11855,2023-06-07 14:19:49,0.003,-25.606368000000003
11856,2023-06-07 14:19:56,0.003,-25.606368000000003
11857,2023-06-07 14:20:03,0.003,-25.606368000000003
11858,2023-06-07 14:20:10,0.003,-25.606368000000003
11859,2023-06-07 14:20:17,0.003,-25.606368000000003
11860,2023-06-07 14:20:24,0.003,-25.606368000000003
11861,2023-06-07 14:20:31,0.003,-25.606368000000003
11862,2023-06-07 14:20:38,0.003,-25.606368000000003
11863,2023-06-07 14:20:45,0.003,-25.606368000000003
11864,2023-06-07 14:20:52,0.003,-25.606368000000003
11865,2023-06-07 14:20:59,0.003,-25.606368000000003
11866,2023-06-07 14:21:06,0.003,-25.606368000000003
11867,2023-06-07 14:21:13,0.003,-25.606368000000003
11868,2023-06-07 14:21:20,0.003,-25.606368000000003
11869,2023-06-07 14:21:27,0.003,-25.606368000000003
11870,2023-06-07 14:21:34,0.003,-25.606368000000003
11871,2023-06-07 14:21:42,0.003,-25.606368000000003
11872,2023-06-07 14:21:49,0.003,-25.606368000000003
11873,2023-06-07 14:21:56,0.003,-25.606368000000003
11874,2023-06-07 14:22:03,0.003,-25.606368000000003
11875,2023-06-07 14:22:10,0.003,-25.606368000000003
11876,2023-06-07 14:22:17,0.003,-25.606368000000003
11877,2023-06-07 14:22:24,0.003,-25.606368000000003
11878,2023-06-07 14:22:31,0.003,-25.606368000000003
11879,2023-06-07 14:22:38,0.003,-25.606368000000003
11880,2023-06-07 14:22:45,0.003,-25.606368000000003
11881,2023-06-07 14:22:52,0.003,-25.606368000000003
11882,2023-06-07 14:22:59,0.003,-25.606368000000003
11883,2023-06-07 14:23:06,0.003,-25.606368000000003
11884,2023-06-07 14:23:13,0.003,-25.606368000000003
11885,2023-06-07 14:23:20,0.003,-25.606368000000003
11886,2023-06-07 14:23:27,0.003,-25.606368000000003
11887,2023-06-07 14:23:35,0.003,-25.606368000000003
11888,2023-06-07 14:23:42,0.003,-25.606368000000003
11889,2023-06-07 14:23:49,0.003,-25.606368000000003
11890,2023-06-07 14:23:56,0.003,-25.606368000000003
11891,2023-06-07 14:24:03,0.003,-25.606368000000003
11892,2023-06-07 14:24:10,0.003,-25.606368000000003
11893,2023-06-07 14:24:17,0.003,-25.606368000000003
11894,2023-06-07 14:24:24,0.003,-25.606368000000003
11895,2023-06-07 14:24:31,0.003,-25.606368000000003
11896,2023-06-07 14:24:38,0.003,-25.606368000000003
11897,2023-06-07 14:24:45,0.003,-25.606368000000003
11898,2023-06-07 14:24:52,0.003,-25.606368000000003
11899,2023-06-07 14:24:59,0.003,-25.606368000000003
11900,2023-06-07 14:25:06,0.003,-25.606368000000003
11901,2023-06-07 14:25:13,0.003,-25.606368000000003
11902,2023-06-07 14:25:20,0.003,-25.606368000000003
11903,2023-06-07 14:25:28,0.003,-25.606368000000003
11904,2023-06-07 14:25:35,0.003,-25.606368000000003
11905,2023-06-07 14:25:42,0.003,-25.606368000000003
11906,2023-06-07 14:25:49,0.003,-25.606368000000003
11907,2023-06-07 14:25:56,0.003,-25.606368000000003
11908,2023-06-07 14:26:03,0.003,-25.606368000000003
11909,2023-06-07 14:26:10,0.003,-25.606368000000003
11910,2023-06-07 14:26:17,0.003,-25.606368000000003
11911,2023-06-07 14:26:24,0.003,-25.606368000000003
11912,2023-06-07 14:26:31,0.003,-25.606368000000003
11913,2023-06-07 14:26:38,0.003,-25.606368000000003
11914,2023-06-07 14:26:45,0.003,-25.606368000000003
11915,2023-06-07 14:26:52,0.003,-25.606368000000003
11916,2023-06-07 14:26:59,0.003,-25.606368000000003
11917,2023-06-07 14:27:06,0.003,-25.606368000000003
11918,2023-06-07 14:27:13,0.003,-25.606368000000003
11919,2023-06-07 14:27:21,0.003,-25.606368000000003
11920,2023-06-07 14:27:28,0.003,-25.606368000000003
11921,2023-06-07 14:27:35,0.003,-25.606368000000003
11922,2023-06-07 14:27:42,0.003,-25.606368000000003
11923,2023-06-07 14:27:49,0.003,-25.606368000000003
11924,2023-06-07 14:27:56,0.003,-25.606368000000003
11925,2023-06-07 14:28:03,0.003,-25.606368000000003
11926,2023-06-07 14:28:10,0.003,-25.606368000000003
11927,2023-06-07 14:28:17,0.003,-25.606368000000003
11928,2023-06-07 14:28:24,0.003,-25.606368000000003
11929,2023-06-07 14:28:31,0.003,-25.606368000000003
11930,2023-06-07 14:28:38,0.003,-25.606368000000003
11931,2023-06-07 14:28:45,0.003,-25.606368000000003
